game_type,map_type,win_point
2,Erangel_Main,"[[726251, 435002.1875], [727328.25, 436915.59375]]"
4,Erangel_Main,"[[188239.65625, 453953.75], [191621.3125, 453500.90625], [189975.859375, 453434.1875]]"
4,Desert_Main,"[[372526.84375, 403349.5625], [372618.1875, 403230.03125]]"
2,Savage_Main,"[[273223.5, 125795.46875], [273613.4375, 125347.46875]]"
4,Savage_Main,"[[247340.140625, 136818.671875], [248144.390625, 136048.09375], [247284.921875, 136678.015625]]"
4,Erangel_Main,"[[544496.4375, 293702.71875], [543245.625, 294868.84375], [542905.9375, 294329.6875], [543658.4375, 291662.875]]"
2,Savage_Main,"[[115937.1875, 209215.734375], [115752.9453125, 207152.515625]]"
4,Erangel_Main,"[[126037.1953125, 491245.65625], [126328.1953125, 491280.03125], [125192.1796875, 491594.90625]]"
1,Range_Main,"[[142944.71875, 133356.140625], [142806.46875, 138460.78125]]"
4,Desert_Main,"[[522899, 512307], [512544.78125, 517888.1875], [521461.84375, 512767.59375]]"
2,Savage_Main,"[[235959.09375, 238890.09375]]"
1,Savage_Main,"[[128784.5703125, 250254.46875]]"
2,Savage_Main,"[[303792.21875, 216255.8125]]"
4,Desert_Main,"[[493819.46875, 435864.28125], [493750.90625, 436141.875], [497886.09375, 436220.875]]"
4,Savage_Main,"[[259810.953125, 253509.375], [260420.15625, 252554.671875], [256409.890625, 254951.671875]]"
1,Erangel_Main,"[[629807.8125, 244908.53125]]"
1,Savage_Main,"[[274476.21875, 216907.53125]]"
2,Erangel_Main,"[[211446.8125, 280661.75]]"
4,Savage_Main,"[[106586.9765625, 159698.5625], [106496.484375, 158427.109375], [108500.9296875, 159163.015625]]"
4,Savage_Main,"[[101440.046875, 158176.0625], [100588.6171875, 162169.078125], [99407.890625, 161863.71875]]"
1,Savage_Main,"[[231133.453125, 201795.71875]]"
1,Range_Main,"[[142942.09375, 138359.265625], [138823.96875, 143235.09375], [114841.109375, 145274.6875], [148461.6875, 108406.3359375]]"
2,Erangel_Main,"[[236376.96875, 345803.78125]]"
4,Savage_Main,"[[230499.359375, 212743.921875], [230600.078125, 213768.59375], [231126.671875, 213675.5625]]"
4,Erangel_Main,"[[290013.75, 204179.671875]]"
4,Desert_Main,"[[337708.625, 614695.875]]"
2,Desert_Main,"[[82730.9765625, 471569.34375]]"
4,Savage_Main,"[[317704.75, 247918.3125]]"
1,Erangel_Main,"[[285733.59375, 284118.75]]"
1,Range_Main,"[[147796.296875, 142470.015625], [103440.265625, 179206.65625], [144126.625, 88814.546875]]"
4,Savage_Main,"[[245638.5, 310763.375], [246968.890625, 312885.1875], [244519.640625, 311746.09375]]"
4,Erangel_Main,"[[383661.875, 190045.46875], [384915.21875, 185402.53125]]"
4,Savage_Main,"[[207740.390625, 128893.125], [207502.109375, 128770.90625], [202558.703125, 124673.2734375], [201535.4375, 123104.375]]"
4,Desert_Main,"[[439842.46875, 306450.15625], [439750.15625, 306374.34375], [439658.46875, 306522.875]]"
1,Savage_Main,"[[196901.140625, 243707.734375]]"
1,Erangel_Main,"[[187596.390625, 517123.59375]]"
4,Savage_Main,"[[139594.75, 279908.3125], [141531.484375, 280218.0625]]"
2,Erangel_Main,"[[614987.5, 275333.40625]]"
1,Erangel_Main,"[[531468.875, 600837.5625]]"
4,Savage_Main,"[[116744.6953125, 293759.9375], [116370.984375, 293461.59375], [116840.34375, 293778.625]]"
2,Savage_Main,"[[162527.8125, 172447.609375], [163683.390625, 167758.59375]]"
4,Savage_Main,"[[129272.84375, 111845.59375], [129453.140625, 111987.9453125], [129055.796875, 111915.71875], [129011.7890625, 111581.25]]"
2,Savage_Main,"[[173516.25, 233151.390625]]"
1,Range_Main,"[[157499.640625, 140159.4375], [150771.515625, 133345.78125]]"
2,Savage_Main,"[[207180.5625, 234442.671875]]"
2,Erangel_Main,"[[290459.8125, 464870.46875], [292240.15625, 464796.46875]]"
4,Desert_Main,"[[548015.9375, 567197.5625]]"
4,Savage_Main,"[[151505.796875, 140005.703125], [153077.84375, 138619.6875]]"
1,Range_Main,"[[114671.5078125, 144082.59375], [148114.15625, 138311.765625], [118200.4140625, 137789.546875]]"
1,Range_Main,"[[102458.5390625, 89904.2578125], [143960.359375, 141799.109375], [144866.40625, 145669.265625], [102618.71875, 89946.625], [145972.796875, 138552.859375], [144101.234375, 142446.40625]]"
4,Erangel_Main,"[[510116.0625, 228727.296875], [509971.15625, 229201.734375]]"
4,Desert_Main,"[[384926.46875, 315901.21875], [384779.5625, 314383.21875], [384835.1875, 313810.4375]]"
2,Savage_Main,"[[113585.5546875, 177711.234375]]"
1,Erangel_Main,"[[392359.59375, 201701.03125]]"
2,Desert_Main,"[[317404.0625, 192242.890625], [319508.84375, 190720.078125]]"
2,Erangel_Main,"[[426101.3125, 633922.8125]]"
2,Savage_Main,"[[190256.71875, 232994.09375]]"
4,Erangel_Main,"[[262673.71875, 402928.875], [262975.1875, 401044.46875], [261482.953125, 402345.0625], [263402, 402321.21875]]"
4,Savage_Main,"[[191452.390625, 271245.6875], [190723.75, 271672.46875]]"
4,Desert_Main,"[[259220.875, 414546.875], [262589.4375, 416230.59375], [263907.28125, 422794.0625], [261894.171875, 416517.78125]]"
4,Desert_Main,"[[584612.9375, 511266.34375]]"
1,Range_Main,"[[100756.5078125, 146904.1875], [118965.6953125, 144867.109375], [100501.7578125, 146579.140625]]"
4,Savage_Main,"[[259871.796875, 231670.71875], [260134.8125, 231793.375], [260012.109375, 231656.234375]]"
4,Erangel_Main,"[[429651.78125, 289390.53125], [428630.34375, 292734.03125], [431838.90625, 287398.875], [429340.3125, 292779.78125]]"
4,Savage_Main,"[[272172.8125, 188430.53125]]"
1,Erangel_Main,"[[375818.75, 456263.1875]]"
4,Savage_Main,"[[238671.59375, 108379.3359375], [238313.921875, 108612.125], [238877.359375, 108345.6171875]]"
4,Erangel_Main,"[[350435.34375, 455477.21875]]"
4,Savage_Main,"[[167208.859375, 256296.09375]]"
1,Savage_Main,"[[131997.578125, 246460.359375]]"
4,Erangel_Main,"[[428412.625, 441688.5625], [426975.34375, 442456.625], [429485.875, 442012.46875]]"
1,Erangel_Main,"[[538338.4375, 445130.34375]]"
4,Savage_Main,"[[281825.875, 212988.890625], [276759.5625, 214059.1875], [276549.1875, 214832.09375]]"
2,Savage_Main,"[[243240.6875, 102151.8203125], [243146.21875, 102279.0859375]]"
4,Savage_Main,"[[220267.359375, 253999.234375], [218904.796875, 254268.96875], [218865.09375, 254014.453125]]"
1,Erangel_Main,"[[401487.65625, 115680.4453125]]"
2,Savage_Main,"[[176446.71875, 237317.453125]]"
4,Desert_Main,"[[453872.5625, 569851.5], [453886.1875, 569648.1875]]"
2,Erangel_Main,"[[268525.03125, 482291.34375], [269652.65625, 483945.84375]]"
1,Erangel_Main,"[[195032.390625, 299792.71875]]"
4,Desert_Main,"[[654779.375, 463108.59375]]"
4,Erangel_Main,"[[675536.375, 83197.5], [674115.1875, 81543.0546875], [674579, 79708.1953125]]"
4,Savage_Main,"[[280895.46875, 178303.171875], [279578.96875, 180556.171875], [279389.53125, 179369.953125], [280332.15625, 180359.875]]"
4,Erangel_Main,"[[413812.875, 692661.1875], [410777.21875, 692229.4375], [418756.40625, 688574.125], [412377.5, 691916.9375]]"
1,Erangel_Main,"[[315546.90625, 454270.75]]"
2,Savage_Main,"[[139289.328125, 171969.28125]]"
4,Savage_Main,"[[223976.234375, 90796.265625], [223742.03125, 90837.609375]]"
4,Erangel_Main,"[[462662.5625, 175645.75], [463478.1875, 179109.578125], [458715.125, 183591.421875]]"
4,Erangel_Main,"[[596619.4375, 378747.1875], [601140.4375, 379271.15625]]"
4,Desert_Main,"[[325786.21875, 569089.5625], [325403.09375, 571514.125], [326570.3125, 569162.9375]]"
4,Erangel_Main,"[[365803, 430896.28125]]"
1,Range_Main,"[[129897.765625, 146466.28125], [85833.8203125, 103622.1640625], [128670.796875, 144275.78125]]"
2,Savage_Main,"[[236895.890625, 345428.125], [237002.953125, 345609.6875]]"
4,Savage_Main,"[[273003, 163446.671875], [273419.78125, 162449.75]]"
2,Savage_Main,"[[245064.09375, 77092.5546875], [246717.640625, 75175.890625]]"
4,Desert_Main,"[[134491.234375, 413916.03125]]"
4,Savage_Main,"[[240543.171875, 307730.375], [240660.359375, 307772.28125]]"
4,Savage_Main,"[[109367.890625, 203458.953125], [106860.296875, 208124.71875], [108404.5703125, 205579.71875]]"
4,Erangel_Main,"[[286863.4375, 446807.5], [285121.5, 447290.0625]]"
1,Range_Main,"[[111436.265625, 102833.3671875], [144061.921875, 138807.328125]]"
4,Desert_Main,"[[444162.3125, 241372.828125]]"
4,Savage_Main,"[[96398.140625, 187341.078125]]"
2,Savage_Main,"[[227508.609375, 87119.78125]]"
4,Erangel_Main,"[[179161.390625, 325707.21875]]"
4,Desert_Main,"[[127734.015625, 479148.0625]]"
4,Savage_Main,"[[224367.640625, 217767.671875], [222492.53125, 216426.53125]]"
2,Savage_Main,"[[317703.5, 230608.03125], [317668.75, 230545.5625]]"
2,Savage_Main,"[[268606.21875, 293902.46875]]"
4,Erangel_Main,"[[463729.34375, 131986.40625], [462187.5, 132882.96875]]"
4,Desert_Main,"[[189973.296875, 374799.90625]]"
4,Erangel_Main,"[[607243.1875, 233783.875]]"
1,Savage_Main,"[[299028.125, 138745.65625]]"
1,Range_Main,"[[127343.734375, 143877.140625]]"
4,Desert_Main,"[[170869.890625, 283518.21875], [170057.859375, 284694.15625]]"
2,Savage_Main,"[[220914.890625, 167370.8125], [220717.859375, 167582.375]]"
4,Savage_Main,"[[136923.296875, 148258.140625], [136958.890625, 147897.109375], [137398.015625, 148179.609375], [137022.765625, 148471.375]]"
2,Erangel_Main,"[[295904.21875, 232173.65625]]"
1,Range_Main,[]
2,Erangel_Main,"[[267065.375, 443161.34375], [265516.21875, 443581.59375]]"
4,Savage_Main,"[[139389.296875, 129851.9765625], [139550.671875, 129691.3359375], [139864.75, 129746.4609375]]"
4,Erangel_Main,"[[292794.4375, 352381.28125], [290976.5, 351045.34375], [290931.15625, 351852.03125]]"
4,Savage_Main,"[[246281.46875, 75161.4375], [246624.3125, 74766.4765625]]"
4,Savage_Main,"[[158887.453125, 288281.65625], [162310.859375, 284987.53125], [162362.015625, 285534]]"
4,Erangel_Main,"[[405306.46875, 606210.9375], [405633.84375, 605885.6875], [405564.9375, 605926.375]]"
4,Savage_Main,"[[257261.890625, 211949.5625], [257695.5, 211579.734375], [256125.953125, 213858.375], [258679.515625, 212222.59375]]"
4,Desert_Main,"[[269987.03125, 210153.296875], [269969.71875, 213159.671875], [270252.1875, 213476.8125]]"
1,Range_Main,"[[142152.109375, 126807.765625], [62326.66015625, 80175.71875], [150626.5625, 137587.53125]]"
1,Range_Main,"[[140809.953125, 136080.046875], [147342.234375, 144375.671875]]"
4,Desert_Main,"[[462680.9375, 433649.78125], [463588.1875, 433226.9375], [462618.4375, 433452.78125]]"
4,Desert_Main,"[[285026.3125, 153334.0625]]"
2,Erangel_Main,"[[118307.8359375, 351524.03125]]"
4,Savage_Main,"[[131504.828125, 239312.03125], [131961.21875, 240423.8125]]"
4,Erangel_Main,"[[458332.125, 205752.78125], [459930.46875, 204464.328125], [458936.46875, 205524.609375], [462155.1875, 204951.71875]]"
4,Savage_Main,"[[145468.890625, 113757.046875]]"
4,Savage_Main,"[[212997.4375, 134071.515625], [213189.390625, 135556.953125], [213651.890625, 136165.3125], [213130.078125, 136315.1875]]"
4,Desert_Main,"[[349727.84375, 545354.4375], [350262.4375, 545374.1875], [349349.84375, 545381], [349687.6875, 545873.125]]"
2,Desert_Main,"[[255607.046875, 314236.8125], [254660.6875, 315577.4375]]"
4,Erangel_Main,"[[371147.625, 344997.15625], [370777.78125, 341325.78125]]"
4,Savage_Main,"[[101397.015625, 311125.5625], [103879.015625, 314773.5]]"
4,Desert_Main,"[[518908.90625, 327610.375], [521899.75, 329835.78125]]"
2,Desert_Main,"[[519365, 296301.3125], [517590.0625, 295323.15625]]"
2,Savage_Main,"[[265773.21875, 218283.53125]]"
1,Savage_Main,"[[273158.3125, 140724.53125]]"
4,Erangel_Main,"[[547509, 315226.1875], [543556, 316087.84375]]"
1,Savage_Main,"[[309475.9375, 102058.3359375]]"
4,Savage_Main,"[[251778.328125, 284528.34375], [251290.03125, 284111.90625], [251760.296875, 282477.21875]]"
4,Erangel_Main,"[[451614.75, 463853.28125], [442325.9375, 456576.5625], [442481.90625, 456315.03125]]"
4,Erangel_Main,"[[281648.21875, 527573.75], [285074.71875, 533783.0625], [286256.15625, 528351.0625]]"
4,Erangel_Main,"[[724839.375, 426778.03125], [722416.8125, 426437.625], [727979, 424937.3125]]"
2,Desert_Main,"[[297152.625, 282441.625], [293716.21875, 283691.21875]]"
4,Desert_Main,"[[292499.4375, 450435.59375], [294860.15625, 448402.59375]]"
1,Range_Main,"[[148240.25, 138877.328125], [148344.921875, 138407.515625]]"
2,Savage_Main,"[[306413.6875, 132128.109375]]"
4,Savage_Main,"[[242873.9375, 270111.78125], [237141.171875, 271223.46875], [237614.015625, 271034.96875], [239108.234375, 271238.125]]"
4,Savage_Main,"[[109023.90625, 156031.6875]]"
4,Erangel_Main,"[[373541.9375, 482714.0625], [372048.90625, 477935.59375], [372095.0625, 479231.75]]"
4,Savage_Main,"[[201569.78125, 315650.78125], [200827.390625, 315188.53125]]"
4,Savage_Main,"[[212349.421875, 126265.875]]"
1,Desert_Main,"[[242487.796875, 474997.21875]]"
4,Desert_Main,"[[421196.59375, 562812.875], [420402, 563658.9375], [421678.0625, 563467.1875], [420774.03125, 562551.5]]"
4,Savage_Main,"[[82031.671875, 186990.609375], [81690.625, 186274.375], [81445.234375, 185977.03125]]"
4,Erangel_Main,"[[258343.71875, 365894.15625], [261889.78125, 369506.3125], [259923.53125, 366760.5625]]"
2,Savage_Main,"[[278361.96875, 65184.9375]]"
4,Savage_Main,"[[209166.921875, 147675.90625], [207866.234375, 148031.453125], [205380.8125, 144289.5625], [209747.25, 145818.203125]]"
4,Erangel_Main,"[[498035.78125, 252003.875], [499551.5, 254569.3125], [500079.78125, 254001.03125], [497098.1875, 259850.421875]]"
4,Savage_Main,"[[169381.09375, 284592.375], [166721.375, 286110.0625]]"
2,Savage_Main,"[[258798.59375, 248495.03125]]"
2,Savage_Main,"[[255206.578125, 222395.375], [255009.6875, 223214.390625]]"
4,Savage_Main,"[[263995.6875, 287895.75], [267421.125, 290686.90625], [265673.0625, 284636.6875]]"
4,Erangel_Main,"[[597778.125, 426883.65625], [597459.8125, 427294.875], [598415, 429698.1875], [597989.5, 427941.1875]]"
4,Savage_Main,"[[264191.9375, 152757.890625], [265871.625, 145516.640625], [263577.65625, 155921.90625]]"
4,Desert_Main,"[[299420.84375, 270360.65625], [299289.375, 270728.75]]"
4,Desert_Main,"[[578571.125, 428820.625], [581156.125, 426927.75], [580788.25, 431108.375], [580063.1875, 426540.15625]]"
1,Desert_Main,"[[266703.21875, 467714.15625]]"
2,Erangel_Main,"[[299746.8125, 323773.28125]]"
2,Savage_Main,"[[161311.296875, 146844.359375], [160741.46875, 147851.4375]]"
4,Erangel_Main,"[[199753.09375, 379104.5625], [198607.234375, 379610.34375], [199813.921875, 377324.0625]]"
4,Savage_Main,"[[273218.65625, 100399.8359375], [272172.21875, 100044.9140625], [272988.4375, 100050.5859375]]"
2,Savage_Main,"[[255517.78125, 85167.21875]]"
4,Erangel_Main,"[[283447.4375, 364462.78125]]"
2,Erangel_Main,"[[272655.9375, 363971.125], [271868.125, 364687.0625]]"
4,Desert_Main,"[[405872.3125, 136814.203125], [404270.9375, 137081.28125], [403628.65625, 137774.796875]]"
4,Erangel_Main,"[[289571.09375, 449420.90625]]"
1,Savage_Main,"[[263036.125, 97212.25]]"
2,Savage_Main,"[[287314.9375, 168391.03125]]"
1,Savage_Main,"[[249775.8125, 155422.3125]]"
2,Desert_Main,"[[456792.4375, 256140.078125]]"
2,Erangel_Main,"[[605517.9375, 390105.90625], [607610.875, 392049.34375]]"
4,Erangel_Main,"[[569950.5625, 445882.46875], [569977.375, 446005.9375], [568161.8125, 445864.71875], [570945.5625, 446690.9375]]"
4,Desert_Main,"[[259614.890625, 123853.3984375]]"
2,Savage_Main,"[[136882.609375, 298192.5625]]"
4,Savage_Main,"[[97411.15625, 173813.171875], [97719.8671875, 173949.703125]]"
4,Erangel_Main,"[[249826.15625, 357974.0625]]"
2,Erangel_Main,"[[253163.46875, 546126.5625], [253666.25, 545901.5625]]"
4,Savage_Main,"[[186800.078125, 90281.765625], [186762.421875, 90615.5859375], [186551.171875, 90364.21875]]"
1,Desert_Main,"[[365522.15625, 304073.65625]]"
4,Savage_Main,"[[226264.59375, 127206.90625], [224734.21875, 126475.875]]"
4,Savage_Main,"[[95318.3359375, 218505.09375]]"
1,Range_Main,"[[168212.9375, 61255.859375], [145382.6875, 146602.359375], [137861.5, 139301.1875], [144401.140625, 146529.5]]"
1,Savage_Main,"[[175819.234375, 283880.0625]]"
1,Savage_Main,"[[283348.4375, 182235.75]]"
1,Erangel_Main,"[[145532.375, 379286.0625]]"
2,Erangel_Main,"[[375405.1875, 405794.65625]]"
4,Savage_Main,"[[278886.5625, 215552.53125], [279563.125, 215622.375]]"
4,Erangel_Main,"[[209780.296875, 156377.71875]]"
4,Savage_Main,"[[225614.53125, 79797.515625]]"
4,Savage_Main,"[[215679.453125, 171287.359375], [213833.59375, 172724.875], [214409.21875, 169932.359375], [215796.96875, 169899.171875]]"
4,Erangel_Main,"[[584865.3125, 188975.890625], [584965.5, 188562.734375]]"
4,Savage_Main,"[[286233.5625, 243793.359375]]"
2,Savage_Main,"[[181118.875, 139163.59375]]"
1,Savage_Main,"[[223685.59375, 251891.453125]]"
2,Erangel_Main,"[[357634.0625, 618593.1875], [356837.0625, 618337.4375]]"
2,Savage_Main,"[[331367.28125, 259110.046875]]"
4,Savage_Main,"[[120149.765625, 170648.15625], [118239.5859375, 172973.390625], [115228.8671875, 177775.28125], [116674.34375, 172988.890625]]"
4,Savage_Main,"[[127680.3359375, 116240.484375]]"
4,Savage_Main,"[[143069, 288058.65625], [141686.4375, 286998.09375], [140975.0625, 286378.8125]]"
4,Erangel_Main,"[[512756.5, 297268.46875], [511435.4375, 299423.6875]]"
4,Desert_Main,"[[328647.6875, 268103.4375]]"
1,Range_Main,"[[150015.75, 143170.09375], [149357.796875, 143180.75], [146130.703125, 141098.6875], [148229.453125, 141069.546875]]"
1,Savage_Main,"[[322944.8125, 180427.09375]]"
1,Savage_Main,"[[178525.96875, 303964.875]]"
4,Savage_Main,"[[208533.421875, 154741.828125]]"
2,Erangel_Main,"[[145942.203125, 537997.0625]]"
1,Range_Main,[]
4,Savage_Main,"[[289681.4375, 177804.109375], [292254.21875, 177025.171875], [292082.5625, 177390.890625]]"
4,Savage_Main,"[[122576.6640625, 272022.09375], [123616.546875, 272815.21875]]"
4,Savage_Main,"[[212677.890625, 222743.953125], [212961.53125, 224087.75]]"
2,Savage_Main,"[[265041.9375, 287998.46875], [262994.65625, 286122.09375]]"
1,Savage_Main,"[[196249.8125, 310959.28125]]"
1,Range_Main,"[[149068.234375, 144450.390625], [143599.3125, 143834.125], [140273.296875, 143870.59375]]"
2,Savage_Main,"[[105347.609375, 202211.0625]]"
4,Savage_Main,"[[216673.671875, 74395.8515625], [219831.5, 76407.46875]]"
4,Erangel_Main,"[[422730.34375, 625907.3125]]"
2,Savage_Main,"[[135324.609375, 117504.875]]"
1,Savage_Main,"[[220060.421875, 119454.7890625]]"
4,Savage_Main,"[[152585.3125, 171248.234375]]"
1,Savage_Main,"[[222292.65625, 280837.40625]]"
4,Savage_Main,"[[172996.09375, 196248.671875], [171621.59375, 196724.65625]]"
1,Range_Main,"[[193241.359375, 152749.96875]]"
4,Savage_Main,"[[277652.6875, 313269.75]]"
4,Desert_Main,"[[440186, 430212.59375], [443401.78125, 426408.34375], [439413.46875, 425632.75]]"
4,Savage_Main,"[[129712.9375, 160859.71875], [128798.5859375, 159492.015625]]"
4,Desert_Main,"[[189989.796875, 562063.6875], [191524.59375, 564173.5]]"
4,Savage_Main,"[[345913.34375, 219786.65625], [346188.28125, 219311.671875], [346838.15625, 221422.390625]]"
1,Savage_Main,"[[231390.59375, 240475.09375]]"
1,Savage_Main,"[[229295.28125, 266627.78125]]"
4,Desert_Main,"[[323509.0625, 198333.390625], [324543.84375, 196401.5], [326131.9375, 195505.375], [325368.6875, 195954.3125]]"
4,Savage_Main,"[[148198.109375, 238840.53125], [147964.703125, 238664.15625]]"
2,Savage_Main,"[[327563.84375, 258051.921875], [327165.59375, 262354.5]]"
2,Savage_Main,"[[44596.27734375, 188822.5], [45664.55078125, 189614.734375]]"
4,Savage_Main,"[[127113.6796875, 144066.65625]]"
4,Savage_Main,"[[122631.6875, 201924.109375], [118353.796875, 197675.171875], [118787.828125, 199604.9375], [122598.6640625, 201294.140625]]"
4,Desert_Main,"[[408831.5625, 133684.0625], [408095.125, 133869.015625], [409225.9375, 132308.8125]]"
1,Savage_Main,"[[105885.8046875, 181458.671875]]"
4,Savage_Main,"[[121565.15625, 163125.9375], [120901.7578125, 163078.296875], [122329.75, 162682.921875]]"
1,Range_Main,"[[148357.0625, 138342.109375], [145888.765625, 138580.09375]]"
1,Savage_Main,"[[249513.171875, 192119.296875]]"
2,Savage_Main,"[[161708.25, 150574.234375]]"
1,Range_Main,"[[62376.10546875, 154769.078125], [150660.96875, 141410.640625], [149721.671875, 143030.34375]]"
4,Desert_Main,"[[310343.4375, 169165.03125]]"
4,Erangel_Main,"[[204535, 474839.5], [206243.09375, 474051.34375], [204814, 476144.875]]"
4,Desert_Main,"[[522184.03125, 176623.578125], [521636.5625, 175914.65625], [520935.46875, 175998.75], [520377.78125, 175481.078125]]"
2,Savage_Main,"[[291120.59375, 225392.796875], [292581.6875, 226151.1875]]"
2,Savage_Main,"[[318205.21875, 82873.53125], [318920.34375, 77038.3359375]]"
1,Range_Main,"[[154788.125, 168580.9375], [149038.03125, 138449.1875], [99391.7265625, 156796.171875], [148929.109375, 138425.40625], [99472.7578125, 156852.703125]]"
4,Savage_Main,"[[157428.40625, 197482.671875]]"
4,Erangel_Main,"[[568664.0625, 707721.375], [570823.875, 707762.25]]"
1,Desert_Main,"[[626070.3125, 350284.0625]]"
4,Desert_Main,"[[310713.6875, 629028.625], [311125.09375, 627767.1875], [311676.09375, 627573.8125], [313406.875, 628471.5]]"
4,Savage_Main,"[[310762.40625, 133887.734375], [311421.9375, 133302.109375]]"
4,Savage_Main,"[[125387.1171875, 302514.78125], [124552.8359375, 300091.125], [126141.109375, 299480.28125]]"
4,Savage_Main,"[[206265.140625, 103794.4375], [206109.8125, 103497.53125]]"
2,Savage_Main,[]
1,Range_Main,"[[145239.578125, 144753.3125]]"
4,Savage_Main,"[[226749.375, 138794.65625], [226580.78125, 138972.25], [231041.09375, 141092.8125], [229935.234375, 141082.875]]"
1,Range_Main,"[[137226.796875, 143459.109375]]"
2,Savage_Main,"[[182738.0625, 236003.234375], [182775.5625, 235902.171875]]"
4,Desert_Main,"[[603541.25, 379315.1875], [603344.0625, 378152.625]]"
4,Savage_Main,"[[277342.3125, 126379.0859375], [277451.1875, 126685.3046875], [277491.0625, 126441.4375]]"
2,Savage_Main,"[[333753.5625, 201307.3125], [334005.03125, 200916.21875]]"
1,Savage_Main,"[[277169.4375, 141388.890625]]"
1,Savage_Main,"[[207327.671875, 322156.90625]]"
1,Savage_Main,"[[80817.328125, 206145.03125]]"
4,Savage_Main,"[[117046.40625, 153655.015625], [116435.0390625, 150540.390625]]"
2,Savage_Main,"[[303245.40625, 167178.21875], [303535.5, 167603.328125]]"
2,Savage_Main,"[[223706.15625, 174182.25]]"
4,Desert_Main,"[[130435.9765625, 517452.65625], [130474.71875, 518487.90625], [130451.125, 518468.46875]]"
1,Range_Main,"[[122242.859375, 144936.234375], [119152.2890625, 145970.5625], [124222.875, 144949.640625], [80647.9375, 141442.640625]]"
4,Savage_Main,"[[158477.875, 174187.859375]]"
2,Savage_Main,"[[173079.109375, 214475.8125], [173393.015625, 214587.15625]]"
2,Savage_Main,"[[176314.390625, 343952.90625]]"
4,Savage_Main,"[[264549.84375, 224408.953125], [264753.34375, 224176.921875]]"
4,Savage_Main,"[[129084.890625, 92370.765625]]"
1,Desert_Main,"[[272278.90625, 387427.15625]]"
1,Range_Main,"[[126161.7265625, 144737.90625]]"
4,Savage_Main,"[[176072.421875, 335071], [177418.3125, 337042.0625]]"
2,Savage_Main,"[[255898.65625, 253794.1875], [256782.453125, 255552.453125]]"
2,Savage_Main,"[[186496.78125, 196404.890625]]"
4,Savage_Main,"[[255740.65625, 133721.34375], [254352.109375, 133592.84375]]"
4,Savage_Main,"[[235953.75, 123153.8046875], [235926.390625, 122752.546875]]"
1,Range_Main,[]
1,Erangel_Main,"[[591557.1875, 361800.625]]"
1,Savage_Main,"[[232481.1875, 239845.6875]]"
1,Range_Main,"[[150315.28125, 137352.375], [147148.328125, 138340.203125], [124264.2265625, 145960.3125]]"
1,Range_Main,"[[123763.046875, 141020.53125], [124193.828125, 139808.609375], [146072.109375, 143832.453125], [148664.984375, 142253.8125], [60632.27734375, 95582.0546875], [60560.87890625, 95540.28125], [60690.84765625, 95665.390625]]"
4,Savage_Main,"[[87821.1171875, 152185.0625]]"
1,Range_Main,"[[126389.4375, 49487.578125], [126191.71875, 49508.09765625]]"
4,Desert_Main,"[[657337.875, 370290.5625], [657658.1875, 375131.90625], [659177.6875, 369160.125], [658023.5, 373755.03125]]"
1,Erangel_Main,"[[313537.03125, 474218.03125]]"
1,Erangel_Main,"[[289145.28125, 467017.125]]"
2,Savage_Main,"[[156155.53125, 266798.84375]]"
1,Range_Main,"[[142446.65625, 139253.203125], [145329.109375, 138514.265625]]"
1,Range_Main,"[[117652.1875, 83425.359375], [114337.9453125, 144429.546875]]"
1,Range_Main,"[[145451.515625, 146893.9375], [144858.78125, 138202.53125], [148637.828125, 141813.84375], [148490.84375, 142121.8125], [145786.328125, 145768.046875]]"
1,Range_Main,"[[145387, 138670.0625], [145823.609375, 114918.6484375], [140301.40625, 141704.203125]]"
1,Range_Main,"[[116325.734375, 130027.9765625], [123488.9765625, 136695.6875]]"
4,Savage_Main,"[[95482.75, 216594.15625], [95134.90625, 218713.46875]]"
1,Desert_Main,"[[120660.2109375, 297861.5625]]"
4,Desert_Main,"[[515574.3125, 557613.125], [517117.84375, 556019], [515730.0625, 557035.5], [517497.375, 555986]]"
4,Savage_Main,"[[278618.71875, 209157.8125]]"
4,Savage_Main,"[[109492.0546875, 308531.78125]]"
1,Range_Main,"[[147926.484375, 140764.484375], [145116.359375, 138475.671875], [146310.53125, 138939.640625], [147871.484375, 138703.484375]]"
1,Savage_Main,"[[243534.234375, 105610.28125]]"
1,Range_Main,[]
1,Savage_Main,"[[141689.546875, 256510.6875]]"
1,Range_Main,"[[147028.546875, 138441]]"
2,Savage_Main,"[[279436.40625, 301906.53125], [279519.6875, 302023.375]]"
2,Savage_Main,"[[115221.9765625, 191710.09375]]"
2,Erangel_Main,"[[662224.3125, 206065.203125], [662639.25, 205842.953125]]"
1,Range_Main,"[[109183.78125, 147258], [109116.015625, 144074.890625]]"
1,Range_Main,"[[122594.90625, 144344.75], [162459.859375, 75007.9921875]]"
1,Erangel_Main,"[[227985.953125, 178194.296875]]"
4,Savage_Main,"[[94352.8359375, 215974.390625], [93444.7265625, 214509.828125], [95360.8515625, 209980.0625], [95218.0078125, 214941.5625]]"
2,Savage_Main,"[[219852.4375, 80190.5546875], [214798.671875, 81452.4609375]]"
4,Desert_Main,"[[576698.5625, 208143.8125], [580952.25, 209407.578125], [577162.625, 208502.9375]]"
1,Erangel_Main,"[[317583.375, 158137.921875]]"
